bus_stop_code,current_time,duration,hour,round,day,minute,time
0102201023,18:51:43,731,18,0,6,51,27
0102301024,19:10:17,23,19,0,6,10,28
0102401025,19:10:40,10,19,0,6,10,28
0102501026,19:10:50,27,19,0,6,10,28
0103701038,19:39:53,165,19,0,6,39,28
0103801039,19:42:38,83,19,0,6,42,28
0103901040,19:44:01,118,19,0,6,44,28
0104001041,19:45:59,79,19,0,6,45,28
0104101042,19:47:09,131,19,0,6,47,29
0104201043,19:49:20,252,19,0,6,49,29
0104301044,19:53:32,94,19,0,6,53,29
0104401045,19:55:06,60,19,0,6,55,29
0104501046,19:56:06,181,19,0,6,56,29
0104601047,19:59:07,115,19,0,6,59,29
0104701048,20:01:02,77,20,0,6,1,29
0104801049,20:02:41,66,20,0,6,2,29
0104901050,20:03:47,51,20,0,6,3,29
0105001051,20:04:38,9,20,0,6,4,29
0105101052,20:04:41,59,20,0,6,4,29
0105201053,20:05:40,75,20,0,6,5,29
0105301054,20:06:55,126,20,0,6,6,29
0105401055,20:09:01,516,20,0,6,9,29
0105501056,20:17:37,80,20,0,6,17,29
0105601057,20:18:57,58,20,0,6,18,29
0105701058,20:19:55,79,20,0,6,19,29
0105801059,20:21:14,87,20,0,6,21,29
0105901060,20:22:41,98,20,0,6,22,29
0106001061,20:24:19,152,20,0,6,24,29
0106101062,20:26:51,62,20,0,6,26,29
0106201063,20:27:53,13,20,0,6,27,29
0106301064,20:28:06,45,20,0,6,28,29
0106401065,20:28:51,81,20,0,6,28,29
0106501066,20:30:12,137,20,0,6,30,29
0106601067,20:32:29,37,20,0,6,32,29
0106701068,20:33:06,73,20,0,6,33,29
0106801069,20:34:19,37,20,0,6,34,29
0106901070,20:34:56,104,20,0,6,34,29
0107001071,20:36:40,78,20,0,6,36,29
0100001001,08:57:17,300,8,0,0,57,7
0100101002,09:00:35,423,9,0,0,0,7
0100201003,09:06:35,20,9,0,0,6,7
0100301004,09:06:55,17,9,0,0,6,7
0100401005,09:07:12,24,9,0,0,7,7
0100501006,09:07:36,52,9,0,0,7,7
0100601007,09:08:35,64,9,0,0,8,7
0100701008,09:09:35,79,9,0,0,9,7
0100801009,09:10:54,136,9,0,0,10,7
0100901010,09:12:53,102,9,0,0,12,8
0101001011,09:14:35,75,9,0,0,14,8
0101101012,09:15:50,115,9,0,0,15,8
0101201013,09:17:53,60,9,0,0,17,8
0101301014,09:18:53,4,9,0,0,18,8
0101401015,09:18:57,16,9,0,0,18,8
0101501016,09:19:13,4,9,0,0,19,8
0101601017,09:19:17,7,9,0,0,19,8
0101701018,09:19:24,6,9,0,0,19,8
0101801019,09:19:30,3,9,0,0,19,8
0101901020,09:19:33,4,9,0,0,19,8
0102001021,09:19:37,6,9,0,0,19,8
0102101022,09:19:43,7,9,0,0,19,8
0102201023,09:19:53,36,9,0,0,19,8
0102301024,09:20:29,89,9,0,0,20,8
0102401025,09:21:58,39,9,0,0,21,8
0102501026,09:22:37,104,9,0,0,22,8
0102601027,09:24:21,39,9,0,0,24,8
0102701028,09:25:00,29,9,0,0,25,8
0102801029,09:25:29,128,9,0,0,25,8
0103701038,10:25:52,170,10,0,0,25,10
0103801039,10:28:42,85,10,0,0,28,10
0103901040,10:30:07,121,10,0,0,30,10
0104001041,10:32:08,81,10,0,0,32,10
0104101042,10:33:29,119,10,0,0,33,10
0104201043,10:35:28,229,10,0,0,35,10
0104301044,10:39:08,92,10,0,0,39,10
0104401045,10:40:40,59,10,0,0,40,10
0104501046,10:41:39,177,10,0,0,41,10
0104601047,10:44:36,113,10,0,0,44,10
